"","Fecha","Nivel06 (m)","Nivel10 (m)","Nivel14 (m)","Nivel18 (m)","Caudal (m^3/s)"
"2274",1957-03-23,NA,NA,NA,NA,745.2
"2275",1957-03-24,NA,NA,NA,NA,906.5
"2276",1957-03-25,NA,NA,NA,NA,637.1
"2277",1957-03-26,NA,NA,NA,NA,400.2
"2278",1957-03-27,NA,NA,NA,NA,379.5
"2279",1957-03-28,NA,NA,NA,NA,377.69
"2280",1957-03-29,NA,NA,NA,NA,289.92
"2281",1957-03-30,NA,NA,NA,NA,298.08
"2282",1957-03-31,NA,NA,NA,NA,263.68
"2283",1957-04-01,NA,NA,NA,NA,257.7
"2284",1957-04-02,NA,NA,NA,NA,233.73
"2285",1957-04-03,NA,NA,NA,NA,387.96
"2286",1957-04-04,NA,NA,NA,NA,263.65
"2287",1957-04-05,NA,NA,NA,NA,385.25
"2288",1957-04-06,NA,NA,NA,NA,459.39
"2289",1957-04-07,NA,NA,NA,NA,400.5
"2290",1957-04-08,NA,NA,NA,NA,600.5
"2291",1957-04-09,NA,NA,NA,NA,302.71
"2292",1957-04-10,NA,NA,NA,NA,415.12
"2293",1957-04-11,NA,NA,NA,NA,918.95
"2294",1957-04-12,NA,NA,NA,NA,1873.17
"2295",1957-04-13,NA,NA,NA,NA,1520.19
"2296",1957-04-14,NA,NA,NA,NA,2271.74
"2297",1957-04-15,NA,NA,NA,NA,1074.63
"2298",1957-04-16,NA,NA,NA,NA,699.38
"2299",1957-04-17,NA,NA,NA,NA,451.22
"2300",1957-04-18,NA,NA,NA,NA,420.35
"2301",1957-04-19,NA,NA,NA,NA,1514.96
"2302",1957-04-20,NA,NA,NA,NA,545.85
"2303",1957-04-21,NA,NA,NA,NA,1041.17
"2304",1957-04-22,NA,NA,NA,NA,403.72
"2305",1957-04-23,NA,NA,NA,NA,640
"2306",1957-04-24,NA,NA,NA,NA,697.5
"2307",1957-04-25,NA,NA,NA,NA,1529.26
"2308",1957-04-26,NA,NA,NA,NA,1281
"2309",1957-04-27,NA,NA,NA,NA,904.05
"2310",1957-04-28,NA,NA,NA,NA,463.71
"2311",1957-04-29,NA,NA,NA,NA,436.17
"2312",1957-04-30,NA,NA,NA,NA,400.22
"2313",1957-05-01,NA,NA,NA,NA,330.02
"2314",1957-05-02,NA,NA,NA,NA,285.29
"2315",1957-05-03,NA,NA,NA,NA,269.05
"2316",1957-05-04,NA,NA,NA,NA,256.05
"2317",1957-05-05,NA,NA,NA,NA,236.61
"2318",1957-05-06,NA,NA,NA,NA,234.56
"2319",1957-05-07,NA,NA,NA,NA,215.89
"2320",1957-05-08,NA,NA,NA,NA,207.58
"2321",1957-05-09,NA,NA,NA,NA,195.62
"2322",1957-05-10,NA,NA,NA,NA,190.39
"2323",1957-05-11,NA,NA,NA,NA,182.98
"2324",1957-05-12,NA,NA,NA,NA,182.48
"2325",1957-05-13,NA,NA,NA,NA,181.99
"2326",1957-05-14,NA,NA,NA,NA,204.74
"2327",1957-05-15,NA,NA,NA,NA,199.93
"2328",1957-05-16,NA,NA,NA,NA,180.57
"2329",1957-05-17,NA,NA,NA,NA,176.56
"2330",1957-05-18,NA,NA,NA,NA,172.88
"2331",1957-05-19,NA,NA,NA,NA,153
"2332",1957-05-20,NA,NA,NA,NA,143.43
"2333",1957-05-21,NA,NA,NA,NA,129.06
"2334",1957-05-22,NA,NA,NA,NA,124.15
"2335",1957-05-23,NA,NA,NA,NA,121.28
"2336",1957-05-24,NA,NA,NA,NA,120.38
"2337",1957-05-25,NA,NA,NA,NA,115.74
"2338",1957-05-26,NA,NA,NA,NA,111.7
"2339",1957-05-27,NA,NA,NA,NA,110.61
"2340",1957-05-28,NA,NA,NA,NA,110.14
"2341",1957-05-29,NA,NA,NA,NA,120.11
"2342",1957-05-30,NA,NA,NA,NA,120.62
"2343",1957-05-31,NA,NA,NA,NA,112.58
"2344",1957-06-01,NA,NA,NA,NA,118.83
"2345",1957-06-02,NA,NA,NA,NA,113.04
"2346",1957-06-03,NA,NA,NA,NA,128.77
"2347",1957-06-04,NA,NA,NA,NA,119.41
"2348",1957-06-05,NA,NA,NA,NA,122.4
"2349",1957-06-06,NA,NA,NA,NA,112.79
"2350",1957-06-07,NA,NA,NA,NA,107.11
"2351",1957-06-08,NA,NA,NA,NA,105.25
"2352",1957-06-09,NA,NA,NA,NA,105.44
"2353",1957-06-10,NA,NA,NA,NA,102.81
"2354",1957-06-11,NA,NA,NA,NA,100.52
"2355",1957-06-12,NA,NA,NA,NA,97.58
"2356",1957-06-13,NA,NA,NA,NA,95.57
"2357",1957-06-14,NA,NA,NA,NA,94.53
"2358",1957-06-15,NA,NA,NA,NA,91.91
"2359",1957-06-16,NA,NA,NA,NA,91.12
"2360",1957-06-17,NA,NA,NA,NA,89.89
"2361",1957-06-18,NA,NA,NA,NA,88.21
"2362",1957-06-19,NA,NA,NA,NA,86.99
"2363",1957-06-20,NA,NA,NA,NA,85.08
"2364",1957-06-21,NA,NA,NA,NA,83.64
"2365",1957-06-22,NA,NA,NA,NA,82.16
"2366",1957-06-23,NA,NA,NA,NA,81.02
"2367",1957-06-24,NA,NA,NA,NA,80.27
"2368",1957-06-25,NA,NA,NA,NA,79.88
"2369",1957-06-26,NA,NA,NA,NA,77.94
"2370",1957-06-27,NA,NA,NA,NA,76.68
"2371",1957-06-28,NA,NA,NA,NA,75.99
"2372",1957-06-29,NA,NA,NA,NA,75.89
"2373",1957-06-30,NA,NA,NA,NA,75.64
"2374",1957-07-01,NA,NA,NA,NA,75.51
"2375",1957-07-02,NA,NA,NA,NA,75.02
"2376",1957-07-03,NA,NA,NA,NA,74.07
"2377",1957-07-04,NA,NA,NA,NA,73.41
"2378",1957-07-05,NA,NA,NA,NA,72.98
"2379",1957-07-06,NA,NA,NA,NA,71.99
"2380",1957-07-07,NA,NA,NA,NA,69.14
"2381",1957-07-08,NA,NA,NA,NA,68.36
"2382",1957-07-09,NA,NA,NA,NA,67.34
"2383",1957-07-10,NA,NA,NA,NA,66.46
"2384",1957-07-11,NA,NA,NA,NA,65.86
"2385",1957-07-12,NA,NA,NA,NA,64.86
"2386",1957-07-13,NA,NA,NA,NA,64.1
"2387",1957-07-14,NA,NA,NA,NA,63.82
"2388",1957-07-15,NA,NA,NA,NA,63.71
"2389",1957-07-16,NA,NA,NA,NA,63.51
"2390",1957-07-17,NA,NA,NA,NA,63.04
"2391",1957-07-18,NA,NA,NA,NA,62.3
"2392",1957-07-19,NA,NA,NA,NA,61.35
"2393",1957-07-20,NA,NA,NA,NA,60.46
"2394",1957-07-21,NA,NA,NA,NA,59.53
"2395",1957-07-22,NA,NA,NA,NA,58.51
"2396",1957-07-23,NA,NA,NA,NA,57.52
"2397",1957-07-24,NA,NA,NA,NA,55.64
"2398",1957-07-25,NA,NA,NA,NA,55.46
"2399",1957-07-26,NA,NA,NA,NA,54.53
"2400",1957-07-27,NA,NA,NA,NA,54.04
"2401",1957-07-28,NA,NA,NA,NA,53.87
"2402",1957-07-29,NA,NA,NA,NA,53.4
"2403",1957-07-30,NA,NA,NA,NA,52.69
"2404",1957-07-31,NA,NA,NA,NA,52.05
"2405",1957-08-01,NA,NA,NA,NA,51.4
"2406",1957-08-02,NA,NA,NA,NA,50.45
"2407",1957-08-03,NA,NA,NA,NA,49.76
"2408",1957-08-04,NA,NA,NA,NA,49.55
"2409",1957-08-05,NA,NA,NA,NA,48.4
"2410",1957-08-06,NA,NA,NA,NA,48.66
"2411",1957-08-07,NA,NA,NA,NA,48.52
"2412",1957-08-08,NA,NA,NA,NA,48.11
"2413",1957-08-09,NA,NA,NA,NA,47.67
"2414",1957-08-10,NA,NA,NA,NA,47.46
"2415",1957-08-11,NA,NA,NA,NA,47.3
"2416",1957-08-12,NA,NA,NA,NA,47.26
"2417",1957-08-13,NA,NA,NA,NA,46.95
"2418",1957-08-14,NA,NA,NA,NA,46.55
"2419",1957-08-15,NA,NA,NA,NA,46.26
"2420",1957-08-16,NA,NA,NA,NA,46.13
"2421",1957-08-17,NA,NA,NA,NA,45.43
"2422",1957-08-18,NA,NA,NA,NA,45.47
"2423",1957-08-19,NA,NA,NA,NA,45.13
"2424",1957-08-20,NA,NA,NA,NA,43.26
"2425",1957-08-21,NA,NA,NA,NA,40.46
"2426",1957-08-22,NA,NA,NA,NA,38.42
"2427",1957-08-23,NA,NA,NA,NA,36.92
"2428",1957-08-24,NA,NA,NA,NA,35.73
"2429",1957-08-25,NA,NA,NA,NA,35.06
"2430",1957-08-26,NA,NA,NA,NA,34.07
"2431",1957-08-27,NA,NA,NA,NA,33.81
"2432",1957-08-28,NA,NA,NA,NA,32.92
"2433",1957-08-29,NA,NA,NA,NA,32.48
"2434",1957-08-30,NA,NA,NA,NA,31.69
"2435",1957-08-31,NA,NA,NA,NA,30.52
"2436",1957-09-01,NA,NA,NA,NA,29.68
"2437",1957-09-02,NA,NA,NA,NA,28.04
"2438",1957-09-03,NA,NA,NA,NA,27.42
"2439",1957-09-04,NA,NA,NA,NA,26.99
"2440",1957-09-05,NA,NA,NA,NA,26.82
"2441",1957-09-06,NA,NA,NA,NA,26.41
"2442",1957-09-07,NA,NA,NA,NA,25.87
"2443",1957-09-08,NA,NA,NA,NA,25.7
"2444",1957-09-09,NA,NA,NA,NA,25.52
"2445",1957-09-10,NA,NA,NA,NA,25.09
"2446",1957-09-11,NA,NA,NA,NA,24.75
"2447",1957-09-12,NA,NA,NA,NA,25.27
"2448",1957-09-13,NA,NA,NA,NA,25.18
"2449",1957-09-14,NA,NA,NA,NA,25.12
"2450",1957-09-15,NA,NA,NA,NA,25.04
"2451",1957-09-16,NA,NA,NA,NA,24.93
"2452",1957-09-17,NA,NA,NA,NA,24.82
"2453",1957-09-18,NA,NA,NA,NA,24.7
"2454",1957-09-19,NA,NA,NA,NA,24.35
"2455",1957-09-20,NA,NA,NA,NA,23.82
"2456",1957-09-21,NA,NA,NA,NA,23.91
"2457",1957-09-22,NA,NA,NA,NA,23.76
"2458",1957-09-23,NA,NA,NA,NA,23.69
"2459",1957-09-24,NA,NA,NA,NA,23.58
"2460",1957-09-25,NA,NA,NA,NA,23.51
"2461",1957-09-26,NA,NA,NA,NA,23.43
"2462",1957-09-27,NA,NA,NA,NA,25.14
"2463",1957-09-28,NA,NA,NA,NA,27.26
"2464",1957-09-29,NA,NA,NA,NA,26.89
"2465",1957-09-30,NA,NA,NA,NA,26.39
"2466",1957-10-01,NA,NA,NA,NA,26.28
"2467",1957-10-02,NA,NA,NA,NA,26.2
"2468",1957-10-03,NA,NA,NA,NA,25.85
"2469",1957-10-04,NA,NA,NA,NA,25.33
"2470",1957-10-05,NA,NA,NA,NA,25.13
"2471",1957-10-06,NA,NA,NA,NA,25.02
"2472",1957-10-07,NA,NA,NA,NA,24.89
"2473",1957-10-08,NA,NA,NA,NA,24.74
"2474",1957-10-09,NA,NA,NA,NA,24.51
"2475",1957-10-10,NA,NA,NA,NA,24.8
"2476",1957-10-11,NA,NA,NA,NA,25.03
"2477",1957-10-12,NA,NA,NA,NA,25.18
"2478",1957-10-13,NA,NA,NA,NA,24.99
"2479",1957-10-14,NA,NA,NA,NA,24.35
"2480",1957-10-15,NA,NA,NA,NA,24.3
"2481",1957-10-16,NA,NA,NA,NA,23.46
"2482",1957-10-17,NA,NA,NA,NA,23.08
"2483",1957-10-18,NA,NA,NA,NA,22.89
"2484",1957-10-19,NA,NA,NA,NA,22.61
"2485",1957-10-20,NA,NA,NA,NA,22.57
"2486",1957-10-21,NA,NA,NA,NA,22.57
"2487",1957-10-22,NA,NA,NA,NA,22.21
"2488",1957-10-23,NA,NA,NA,NA,22.09
"2489",1957-10-24,NA,NA,NA,NA,21.25
"2490",1957-10-25,NA,NA,NA,NA,21.18
"2491",1957-10-26,NA,NA,NA,NA,21.03
"2492",1957-10-27,NA,NA,NA,NA,20.92
"2493",1957-10-28,NA,NA,NA,NA,20.92
"2494",1957-10-29,NA,NA,NA,NA,20.88
"2495",1957-10-30,NA,NA,NA,NA,21.28
"2496",1957-10-31,NA,NA,NA,NA,20.89
"2497",1957-11-01,NA,NA,NA,NA,20.64
"2498",1957-11-02,NA,NA,NA,NA,20.53
"2499",1957-11-03,NA,NA,NA,NA,22.12
"2500",1957-11-04,NA,NA,NA,NA,34.97
"2501",1957-11-05,NA,NA,NA,NA,40.15
"2502",1957-11-06,NA,NA,NA,NA,38.97
"2503",1957-11-07,NA,NA,NA,NA,33.5
"2504",1957-11-08,NA,NA,NA,NA,32.79
"2505",1957-11-09,NA,NA,NA,NA,32.1
"2506",1957-11-10,NA,NA,NA,NA,29.34
"2507",1957-11-11,NA,NA,NA,NA,26.17
"2508",1957-11-12,NA,NA,NA,NA,24.84
"2509",1957-11-13,NA,NA,NA,NA,24.55
"2510",1957-11-14,NA,NA,NA,NA,24.01
"2511",1957-11-15,NA,NA,NA,NA,23.86
"2512",1957-11-16,NA,NA,NA,NA,24.39
"2513",1957-11-17,NA,NA,NA,NA,24.57
"2514",1957-11-18,NA,NA,NA,NA,25.95
"2515",1957-11-19,NA,NA,NA,NA,24.61
"2516",1957-11-20,NA,NA,NA,NA,24.15
"2517",1957-11-21,NA,NA,NA,NA,24.78
"2518",1957-11-22,NA,NA,NA,NA,26.31
"2519",1957-11-23,NA,NA,NA,NA,30.37
"2520",1957-11-24,NA,NA,NA,NA,29.52
"2521",1957-11-25,NA,NA,NA,NA,28.3
"2522",1957-11-26,NA,NA,NA,NA,25.67
"2523",1957-11-27,NA,NA,NA,NA,26.63
"2524",1957-11-28,NA,NA,NA,NA,25.59
"2525",1957-11-29,NA,NA,NA,NA,23.53
"2526",1957-11-30,NA,NA,NA,NA,25.46
"2527",1957-12-01,NA,NA,NA,NA,23.64
"2528",1957-12-02,NA,NA,NA,NA,22.57
"2529",1957-12-03,NA,NA,NA,NA,22.44
"2530",1957-12-04,NA,NA,NA,NA,22.33
"2531",1957-12-05,NA,NA,NA,NA,22.23
"2532",1957-12-06,NA,NA,NA,NA,22.05
"2533",1957-12-07,NA,NA,NA,NA,21.84
"2534",1957-12-08,NA,NA,NA,NA,21.81
"2535",1957-12-09,NA,NA,NA,NA,22.05
"2536",1957-12-10,NA,NA,NA,NA,21.76
"2537",1957-12-11,NA,NA,NA,NA,21.64
"2538",1957-12-12,NA,NA,NA,NA,21.02
"2539",1957-12-13,NA,NA,NA,NA,20.65
"2540",1957-12-14,NA,NA,NA,NA,20.43
"2541",1957-12-15,NA,NA,NA,NA,20.35
"2542",1957-12-16,NA,NA,NA,NA,20.14
"2543",1957-12-17,NA,NA,NA,NA,20.05
"2544",1957-12-18,NA,NA,NA,NA,19.8
"2545",1957-12-19,NA,NA,NA,NA,19.67
"2546",1957-12-20,NA,NA,NA,NA,19.58
"2547",1957-12-21,NA,NA,NA,NA,19.49
"2548",1957-12-22,NA,NA,NA,NA,23.72
"2549",1957-12-23,NA,NA,NA,NA,27.42
"2550",1957-12-24,NA,NA,NA,NA,36.23
"2551",1957-12-25,NA,NA,NA,NA,37.35
"2552",1957-12-26,NA,NA,NA,NA,38.68
"2553",1957-12-27,NA,NA,NA,NA,39.56
"2554",1957-12-28,NA,NA,NA,NA,52.04
"2555",1957-12-29,NA,NA,NA,NA,71.45
"2556",1957-12-30,NA,NA,NA,NA,62.1
"2557",1957-12-31,NA,NA,NA,NA,57.42
"2558",1958-01-01,NA,NA,NA,NA,91.79
"2559",1958-01-02,NA,NA,NA,NA,95.48
"2560",1958-01-03,NA,NA,NA,NA,91.96
"2561",1958-01-04,NA,NA,NA,NA,75.64
"2562",1958-01-05,NA,NA,NA,NA,74.72
"2563",1958-01-06,NA,NA,NA,NA,77.59
"2564",1958-01-07,NA,NA,NA,NA,96.18
"2565",1958-01-08,NA,NA,NA,NA,113.12
"2566",1958-01-09,NA,NA,NA,NA,112.13
"2567",1958-01-10,NA,NA,NA,NA,96.61
"2568",1958-01-11,NA,NA,NA,NA,256.58
"2569",1958-01-12,NA,NA,NA,NA,350
"2570",1958-01-13,NA,NA,NA,NA,330.5
"2571",1958-01-14,NA,NA,NA,NA,355.66
"2572",1958-01-15,NA,NA,NA,NA,220.69
"2573",1958-01-16,NA,NA,NA,NA,186.25
"2574",1958-01-17,NA,NA,NA,NA,223.24
"2575",1958-01-18,NA,NA,NA,NA,186
"2576",1958-01-19,NA,NA,NA,NA,153.85
"2577",1958-01-20,NA,NA,NA,NA,129.73
"2578",1958-01-21,NA,NA,NA,NA,129.32
"2579",1958-01-22,NA,NA,NA,NA,119.9
"2580",1958-01-23,NA,NA,NA,NA,127.68
"2581",1958-01-24,NA,NA,NA,NA,144.13
"2582",1958-01-25,NA,NA,NA,NA,198.79
"2583",1958-01-26,NA,NA,NA,NA,202.93
"2584",1958-01-27,NA,NA,NA,NA,189.57
"2585",1958-01-28,NA,NA,NA,NA,190.99
"2586",1958-01-29,NA,NA,NA,NA,242.01
"2587",1958-01-30,NA,NA,NA,NA,164.71
"2588",1958-01-31,NA,NA,NA,NA,150.21
"2589",1958-02-01,NA,NA,NA,NA,190.11
"2590",1958-02-02,NA,NA,NA,NA,250
"2591",1958-02-03,NA,NA,NA,NA,257.5
"2592",1958-02-04,NA,NA,NA,NA,238.35
"2593",1958-02-05,NA,NA,NA,NA,241.39
"2594",1958-02-06,NA,NA,NA,NA,201.12
"2595",1958-02-07,NA,NA,NA,NA,200
"2596",1958-02-08,NA,NA,NA,NA,233.6
"2597",1958-02-09,NA,NA,NA,NA,241.53
"2598",1958-02-10,NA,NA,NA,NA,257.71
"2599",1958-02-11,NA,NA,NA,NA,257.41
"2600",1958-02-12,NA,NA,NA,NA,219.92
"2601",1958-02-13,NA,NA,NA,NA,222.56
"2602",1958-02-14,NA,NA,NA,NA,237.65
"2603",1958-02-15,NA,NA,NA,NA,229.43
"2604",1958-02-16,NA,NA,NA,NA,233.64
"2605",1958-02-17,NA,NA,NA,NA,250
"2606",1958-02-18,NA,NA,NA,NA,223.15
"2607",1958-02-19,NA,NA,NA,NA,238.8
"2608",1958-02-20,NA,NA,NA,NA,241.46
"2609",1958-02-21,NA,NA,NA,NA,240.48
"2610",1958-02-22,NA,NA,NA,NA,428.95
"2611",1958-02-23,NA,NA,NA,NA,451.4
"2612",1958-02-24,NA,NA,NA,NA,362.49
"2613",1958-02-25,NA,NA,NA,NA,283.93
"2614",1958-02-26,NA,NA,NA,NA,285.23
"2615",1958-02-27,NA,NA,NA,NA,362.89
"2616",1958-02-28,NA,NA,NA,NA,436.2
"2617",1958-03-01,NA,NA,NA,NA,302
"2618",1958-03-02,NA,NA,NA,NA,607.2
"2619",1958-03-03,NA,NA,NA,NA,501.49
"2620",1958-03-04,NA,NA,NA,NA,421.2
"2621",1958-03-05,NA,NA,NA,NA,388.97
"2622",1958-03-06,NA,NA,NA,NA,279.35
"2623",1958-03-07,NA,NA,NA,NA,281.58
"2624",1958-03-08,NA,NA,NA,NA,368.25
"2625",1958-03-09,NA,NA,NA,NA,278.64
"2626",1958-03-10,NA,NA,NA,NA,257.48
"2627",1958-03-11,NA,NA,NA,NA,250.3
"2628",1958-03-12,NA,NA,NA,NA,245.2
"2629",1958-03-13,NA,NA,NA,NA,228.08
"2630",1958-03-14,NA,NA,NA,NA,197.53
"2631",1958-03-15,NA,NA,NA,NA,429.38
"2632",1958-03-16,NA,NA,NA,NA,302.4
"2633",1958-03-17,NA,NA,NA,NA,249.42
"2634",1958-03-18,NA,NA,NA,NA,277.22
"2635",1958-03-19,NA,NA,NA,NA,250.48
"2636",1958-03-20,NA,NA,NA,NA,582.34
"2637",1958-03-21,NA,NA,NA,NA,807.03
"2638",1958-03-22,NA,NA,NA,NA,917.56
"2639",1958-03-23,NA,NA,NA,NA,580.5
"2640",1958-03-24,NA,NA,NA,NA,376.66
"2641",1958-03-25,NA,NA,NA,NA,350.6
"2642",1958-03-26,NA,NA,NA,NA,548.45
"2643",1958-03-27,NA,NA,NA,NA,422.64
"2644",1958-03-28,NA,NA,NA,NA,549.4
"2645",1958-03-29,NA,NA,NA,NA,739.69
"2646",1958-03-30,NA,NA,NA,NA,700
"2647",1958-03-31,NA,NA,NA,NA,740.91
"2648",1958-04-01,NA,NA,NA,NA,386.48
"2649",1958-04-02,NA,NA,NA,NA,343.02
"2650",1958-04-03,NA,NA,NA,NA,285.29
"2651",1958-04-04,NA,NA,NA,NA,386.28
"2652",1958-04-05,NA,NA,NA,NA,381.48
"2653",1958-04-06,NA,NA,NA,NA,288.9
"2654",1958-04-07,NA,NA,NA,NA,274.76
"2655",1958-04-08,NA,NA,NA,NA,268.3
"2656",1958-04-09,NA,NA,NA,NA,377.08
"2657",1958-04-10,NA,NA,NA,NA,620.21
"2658",1958-04-11,NA,NA,NA,NA,395.35
"2659",1958-04-12,NA,NA,NA,NA,413.61
"2660",1958-04-13,NA,NA,NA,NA,602
"2661",1958-04-14,NA,NA,NA,NA,867.99
"2662",1958-04-15,NA,NA,NA,NA,573.01
"2663",1958-04-16,NA,NA,NA,NA,430.66
"2664",1958-04-17,NA,NA,NA,NA,923.93
"2665",1958-04-18,NA,NA,NA,NA,500.5
"2666",1958-04-19,NA,NA,NA,NA,393.04
"2667",1958-04-20,NA,NA,NA,NA,339.79
"2668",1958-04-21,NA,NA,NA,NA,333
"2669",1958-04-22,NA,NA,NA,NA,324.5
"2670",1958-04-23,NA,NA,NA,NA,341.75
"2671",1958-04-24,NA,NA,NA,NA,374.4
"2672",1958-04-25,NA,NA,NA,NA,475.64
"2673",1958-04-26,NA,NA,NA,NA,392.04
"2674",1958-04-27,NA,NA,NA,NA,374.4
"2675",1958-04-28,NA,NA,NA,NA,439.23
"2676",1958-04-29,NA,NA,NA,NA,379.53
"2677",1958-04-30,NA,NA,NA,NA,437.98
"2678",1958-05-01,NA,NA,NA,NA,738
"2679",1958-05-02,NA,NA,NA,NA,433.92
"2680",1958-05-03,NA,NA,NA,NA,400.33
"2681",1958-05-04,NA,NA,NA,NA,420
"2682",1958-05-05,NA,NA,NA,NA,383.5
"2683",1958-05-06,NA,NA,NA,NA,340.08
"2684",1958-05-07,NA,NA,NA,NA,307.06
"2685",1958-05-08,NA,NA,NA,NA,285.2
"2686",1958-05-09,NA,NA,NA,NA,272.45
"2687",1958-05-10,NA,NA,NA,NA,263.16
"2688",1958-05-11,NA,NA,NA,NA,252
"2689",1958-05-12,NA,NA,NA,NA,243.5
"2690",1958-05-13,NA,NA,NA,NA,234.55
"2691",1958-05-14,NA,NA,NA,NA,222.42
"2692",1958-05-15,NA,NA,NA,NA,209.25
"2693",1958-05-16,NA,NA,NA,NA,202.79
"2694",1958-05-17,NA,NA,NA,NA,193.76
"2695",1958-05-18,NA,NA,NA,NA,190.3
"2696",1958-05-19,NA,NA,NA,NA,188.83
"2697",1958-05-20,NA,NA,NA,NA,182.71
"2698",1958-05-21,NA,NA,NA,NA,180.23
"2699",1958-05-22,NA,NA,NA,NA,182.84
"2700",1958-05-23,NA,NA,NA,NA,182.05
"2701",1958-05-24,NA,NA,NA,NA,180.76
"2702",1958-05-25,NA,NA,NA,NA,173.72
"2703",1958-05-26,NA,NA,NA,NA,170.73
"2704",1958-05-27,NA,NA,NA,NA,164.62
"2705",1958-05-28,NA,NA,NA,NA,163.88
"2706",1958-05-29,NA,NA,NA,NA,163
"2707",1958-05-30,NA,NA,NA,NA,167.5
"2708",1958-05-31,NA,NA,NA,NA,167.09
"2709",1958-06-01,NA,NA,NA,NA,157.6
"2710",1958-06-02,NA,NA,NA,NA,150.83
"2711",1958-06-03,NA,NA,NA,NA,147.2
"2712",1958-06-04,NA,NA,NA,NA,144.26
"2713",1958-06-05,NA,NA,NA,NA,143.09
"2714",1958-06-06,NA,NA,NA,NA,142.13
"2715",1958-06-07,NA,NA,NA,NA,139.71
"2716",1958-06-08,NA,NA,NA,NA,130
"2717",1958-06-09,NA,NA,NA,NA,128.04
"2718",1958-06-10,NA,NA,NA,NA,125.19
"2719",1958-06-11,NA,NA,NA,NA,121.88
"2720",1958-06-12,NA,NA,NA,NA,119
"2721",1958-06-13,NA,NA,NA,NA,116.42
"2722",1958-06-14,NA,NA,NA,NA,115.04
"2723",1958-06-15,NA,NA,NA,NA,113.22
"2724",1958-06-16,NA,NA,NA,NA,111.49
"2725",1958-06-17,NA,NA,NA,NA,109.16
"2726",1958-06-18,NA,NA,NA,NA,110.29
"2727",1958-06-19,NA,NA,NA,NA,107.96
"2728",1958-06-20,NA,NA,NA,NA,105.79
"2729",1958-06-21,NA,NA,NA,NA,104.02
"2730",1958-06-22,NA,NA,NA,NA,102.9
"2731",1958-06-23,NA,NA,NA,NA,102.4
"2732",1958-06-24,NA,NA,NA,NA,101.77
"2733",1958-06-25,NA,NA,NA,NA,101.1
"2734",1958-06-26,NA,NA,NA,NA,99.56
"2735",1958-06-27,NA,NA,NA,NA,96.73
"2736",1958-06-28,NA,NA,NA,NA,95.92
"2737",1958-06-29,NA,NA,NA,NA,94.26
"2738",1958-06-30,NA,NA,NA,NA,93.28
"2739",1958-07-01,NA,NA,NA,NA,91.82
"2740",1958-07-02,NA,NA,NA,NA,91.35
"2741",1958-07-03,NA,NA,NA,NA,90.04
"2742",1958-07-04,NA,NA,NA,NA,89
"2743",1958-07-05,NA,NA,NA,NA,86.96
"2744",1958-07-06,NA,NA,NA,NA,85.53
"2745",1958-07-07,NA,NA,NA,NA,84.68
"2746",1958-07-08,NA,NA,NA,NA,82.42
"2747",1958-07-09,NA,NA,NA,NA,81.58
"2748",1958-07-10,NA,NA,NA,NA,80.03
"2749",1958-07-11,NA,NA,NA,NA,78.4
"2750",1958-07-12,NA,NA,NA,NA,77.25
"2751",1958-07-13,NA,NA,NA,NA,76.43
"2752",1958-07-14,NA,NA,NA,NA,75.28
"2753",1958-07-15,NA,NA,NA,NA,75.15
"2754",1958-07-16,NA,NA,NA,NA,73.81
"2755",1958-07-17,NA,NA,NA,NA,72.11
"2756",1958-07-18,NA,NA,NA,NA,71.54
"2757",1958-07-19,NA,NA,NA,NA,70
"2758",1958-07-20,NA,NA,NA,NA,69.75
"2759",1958-07-21,NA,NA,NA,NA,69.33
"2760",1958-07-22,NA,NA,NA,NA,69.2
"2761",1958-07-23,NA,NA,NA,NA,69.02
"2762",1958-07-24,NA,NA,NA,NA,68.04
"2763",1958-07-25,NA,NA,NA,NA,67.85
"2764",1958-07-26,NA,NA,NA,NA,67.1
"2765",1958-07-27,NA,NA,NA,NA,66.34
"2766",1958-07-28,NA,NA,NA,NA,66.07
"2767",1958-07-29,NA,NA,NA,NA,65.84
"2768",1958-07-30,NA,NA,NA,NA,65.4
"2769",1958-07-31,NA,NA,NA,NA,65.3
"2770",1958-08-01,NA,NA,NA,NA,63.19
"2771",1958-08-02,NA,NA,NA,NA,62.16
"2772",1958-08-03,NA,NA,NA,NA,61.49
"2773",1958-08-04,NA,NA,NA,NA,60.86
"2774",1958-08-05,NA,NA,NA,NA,57
"2775",1958-08-06,NA,NA,NA,NA,55.69
"2776",1958-08-07,NA,NA,NA,NA,54.46
"2777",1958-08-08,NA,NA,NA,NA,52.55
"2778",1958-08-09,NA,NA,NA,NA,51.97
"2779",1958-08-10,NA,NA,NA,NA,50.79
"2780",1958-08-11,NA,NA,NA,NA,50.04
"2781",1958-08-12,NA,NA,NA,NA,48.9
"2782",1958-08-13,NA,NA,NA,NA,48.07
"2783",1958-08-14,NA,NA,NA,NA,47.72
"2784",1958-08-15,NA,NA,NA,NA,47.14
"2785",1958-08-16,NA,NA,NA,NA,46.34
"2786",1958-08-17,NA,NA,NA,NA,46.15
"2787",1958-08-18,NA,NA,NA,NA,46.02
"2788",1958-08-19,NA,NA,NA,NA,45.19
"2789",1958-08-20,NA,NA,NA,NA,44.98
"2790",1958-08-21,NA,NA,NA,NA,44.73
